prioridad,nombre_informante,domicilio,colonia,localidad,riesgo_predicho,probabilidad_alto,motivo_prioridad,score_total,requiere_atencion_prioritaria
1112,Javier Moreno Gómez,"Boulevard Ángel Albino Corzo #254, Col. Colinas del Sur",Colinas del Sur,Tuxtla Gutiérrez,MEDIO,0.0952,menor de 1 año en el hogar; menor de 5 años sin vacunas registradas; hacinamiento severo (más de 3 personas por cuarto),6,True
1113,Jesús Pedro Castellanos Aguilar,"1ra Calle Norte #220, Col. Pacú",Pacú,Suchiapa,MEDIO,0.0923,menor de 5 años sin vacunas registradas; hacinamiento severo (más de 3 personas por cuarto),6,True
1114,Pedro Velázquez Velázquez,"Calle Morelos #9, Col. Las Palmas",Las Palmas,Suchiapa,MEDIO,0.0919,hacinamiento severo (más de 3 personas por cuarto),6,True
1115,Elena Beatriz Ruiz Chanona,"1ra Calle Norte #120, Col. El Calvario",El Calvario,Suchiapa,MEDIO,0.0914,hacinamiento severo (más de 3 personas por cuarto),6,True
1116,Guadalupe Carmen Ozuna Grajales,"Calle Allende #206, Col. San Roque",San Roque,Suchiapa,MEDIO,0.091,hacinamiento severo (más de 3 personas por cuarto),6,True
1117,Verónica Leticia Vázquez González,"Calle 1 Norte #162, Col. Cuauhtémoc",Cuauhtémoc,Tuxtla Gutiérrez,MEDIO,0.0907,menor de 5 años sin vacunas registradas; mascota en la vivienda sin vacunación al corriente (riesgo zoonótico); hacinamiento severo (más de 3 personas por cuarto),6,True
1118,Sofía Guadalupe Domínguez Ruiz,"Avenida Emiliano Zapata #275, Col. San Jacinto",San Jacinto,Suchiapa,MEDIO,0.0901,menor de 5 años sin vacunas registradas,5,True
1119,Guadalupe Coutiño Pérez,"Calle Matamoros #131, Col. San Antonio",San Antonio,Suchiapa,MEDIO,0.0886,menor de 1 año en el hogar; mascota en la vivienda sin vacunación al corriente (riesgo zoonótico); hacinamiento severo (más de 3 personas por cuarto),5,True
1120,Alberto Enrique Espinosa González,"5a Avenida Sur #167, Col. La Lomita",La Lomita,Tuxtla Gutiérrez,MEDIO,0.087,hacinamiento severo (más de 3 personas por cuarto),6,True
1121,Luis Ramón Moreno Domínguez,"Boulevard Ángel Albino Corzo #128, Col. Patria Nueva",Patria Nueva,Tuxtla Gutiérrez,MEDIO,0.0867,hacinamiento severo (más de 3 personas por cuarto),6,True
1122,Juana Claudia Velázquez Pérez,"Calle Juárez #269, Col. San Antonio",San Antonio,Suchiapa,MEDIO,0.0865,menor de 5 años sin vacunas registradas; hacinamiento severo (más de 3 personas por cuarto),6,True
1123,Carmen Silvia Espinosa Chanona,"Avenida Central #224, Col. El Bosque",El Bosque,Tuxtla Gutiérrez,MEDIO,0.0864,menor de 5 años sin vacunas registradas,6,True
1124,Guadalupe Pérez Gutiérrez,"Avenida Emiliano Zapata #238, Col. Centro",Centro,Suchiapa,MEDIO,0.0856,menor de 1 año en el hogar,6,True
1125,Marco Ruiz Moreno,"Avenida Central #53, Col. Cuauhtémoc",Cuauhtémoc,Tuxtla Gutiérrez,MEDIO,0.0838,menor de 5 años sin vacunas registradas; hacinamiento severo (más de 3 personas por cuarto),6,True
1126,Ramón Vázquez Pérez,"Calle Juárez #226, Col. San Roque",San Roque,Suchiapa,MEDIO,0.0836,menor de 1 año en el hogar; hacinamiento severo (más de 3 personas por cuarto),5,True
1127,Carlos Morales Ozuna,"Calle del Río #190, Col. San Jacinto",San Jacinto,Suchiapa,MEDIO,0.0828,hacinamiento severo (más de 3 personas por cuarto),6,True
1128,Marco Ramón Pérez Jiménez,"Calle Libertad #265, Col. Las Palmas",Las Palmas,Suchiapa,MEDIO,0.0828,menor de 5 años sin vacunas registradas,6,True
1129,Leticia Domínguez Velázquez,"Calle 5 de Mayo #132, Col. San Jacinto",San Jacinto,Suchiapa,MEDIO,0.0827,mascota en la vivienda sin vacunación al corriente (riesgo zoonótico),5,True
1130,Enrique Vázquez Castellanos,"Calle Matamoros #100, Col. San José",San José,Suchiapa,MEDIO,0.0826,hacinamiento severo (más de 3 personas por cuarto),6,True
1131,Verónica Martínez Gómez,"1ra Calle Norte #171, Col. Pacú",Pacú,Suchiapa,MEDIO,0.0824,hacinamiento severo (más de 3 personas por cuarto),6,True
1132,Patricia Vázquez Méndez,"Calle del Río #273, Col. Las Palmas",Las Palmas,Suchiapa,MEDIO,0.0824,mascota en la vivienda sin vacunación al corriente (riesgo zoonótico),6,True
1133,Martha Hernández García,"Calle 1 Norte #119, Col. Terán",Terán,Tuxtla Gutiérrez,MEDIO,0.0817,menor de 5 años sin vacunas registradas,5,True
1134,Juan Ramón Penagos Morales,"Calle Hidalgo #190, Col. Centro",Centro,Suchiapa,MEDIO,0.0814,integrante embarazada; mascota en la vivienda sin vacunación al corriente (riesgo zoonótico),6,True
1135,Luis Vázquez Ramírez,"2da Calle Norte #245, Col. San José",San José,Suchiapa,MEDIO,0.0789,integrante embarazada; menor de 1 año en el hogar; mascota en la vivienda sin vacunación al corriente (riesgo zoonótico); hacinamiento severo (más de 3 personas por cuarto),5,True
1136,Verónica Domínguez Martínez,"Calle Juárez #69, Col. Pacú",Pacú,Suchiapa,MEDIO,0.0789,menor de 1 año en el hogar,6,True
1137,Rosa Jiménez Pérez,"Calle Allende #30, Col. San José",San José,Suchiapa,MEDIO,0.0784,menor de 1 año en el hogar,6,True
1138,Pedro Moreno Martínez,"Calzada de las Etnias #173, Col. Albania Baja",Albania Baja,Tuxtla Gutiérrez,MEDIO,0.0783,menor de 5 años sin vacunas registradas,6,True
1139,Verónica Nucamendi Hernández,"2da Calle Norte #141, Col. Linda Vista",Linda Vista,Suchiapa,MEDIO,0.0776,mascota en la vivienda sin vacunación al corriente (riesgo zoonótico); hacinamiento severo (más de 3 personas por cuarto),6,True
1140,Martha Ruiz González,"Calle Allende #120, Col. San Jacinto",San Jacinto,Suchiapa,MEDIO,0.0772,mascota en la vivienda sin vacunación al corriente (riesgo zoonótico); hacinamiento severo (más de 3 personas por cuarto),6,True
1141,Gabriela Nucamendi Sánchez,"Boulevard Ángel Albino Corzo #158, Col. Patria Nueva",Patria Nueva,Tuxtla Gutiérrez,MEDIO,0.0747,hacinamiento severo (más de 3 personas por cuarto),6,True
1142,Martha Morales Ozuna,"Calle 5 de Mayo #19, Col. Guadalupe",Guadalupe,Suchiapa,MEDIO,0.0742,menor de 5 años sin vacunas registradas; hacinamiento severo (más de 3 personas por cuarto),6,True
1143,Miguel Juan Domínguez Coutiño,"Calle Matamoros #198, Col. San Roque",San Roque,Suchiapa,MEDIO,0.0731,hacinamiento severo (más de 3 personas por cuarto),6,True
1144,Francisco Coutiño Domínguez,"2da Calle Norte #72, Col. San Jacinto",San Jacinto,Suchiapa,MEDIO,0.0731,mascota en la vivienda sin vacunación al corriente (riesgo zoonótico),6,True
1145,Lucía Martha Velázquez Aguilar,"Calle del Río #264, Col. Linda Vista",Linda Vista,Suchiapa,MEDIO,0.0731,menor de 5 años sin vacunas registradas,6,True
1146,Patricia Guadalupe Gutiérrez Moreno,"Calle del Río #193, Col. San Antonio",San Antonio,Suchiapa,MEDIO,0.0725,hacinamiento severo (más de 3 personas por cuarto),6,True
1147,Juana Cruz Vázquez,"Calle Hidalgo #238, Col. El Calvario",El Calvario,Suchiapa,MEDIO,0.0723,hacinamiento severo (más de 3 personas por cuarto),5,True
1148,Elena Zenteno Aguilar,"Calle Hidalgo #104, Col. Centro",Centro,Suchiapa,MEDIO,0.0722,menor de 1 año en el hogar; menor de 5 años sin vacunas registradas,6,True
1149,Sergio Domínguez Jiménez,"Calle Matamoros #11, Col. El Calvario",El Calvario,Suchiapa,MEDIO,0.072,menor de 1 año en el hogar; menor de 5 años sin vacunas registradas; hacinamiento severo (más de 3 personas por cuarto),6,True
1150,Sofía Aguilar Méndez,"Calle Hidalgo #83, Col. San José",San José,Suchiapa,MEDIO,0.0712,mascota en la vivienda sin vacunación al corriente (riesgo zoonótico),6,True
1151,Antonio Castellanos Martínez,"Calle Allende #260, Col. San Roque",San Roque,Suchiapa,MEDIO,0.071,hacinamiento severo (más de 3 personas por cuarto),6,True
1152,Silvia Aguilar Morales,"Calle Allende #44, Col. Pacú",Pacú,Suchiapa,MEDIO,0.0707,hacinamiento severo (más de 3 personas por cuarto),6,True
1153,Sergio Aguilar Méndez,"Calle 5 de Mayo #49, Col. Linda Vista",Linda Vista,Suchiapa,MEDIO,0.0689,mascota en la vivienda sin vacunación al corriente (riesgo zoonótico),6,True
1154,Óscar Grajales Aguilar,"Calle Allende #227, Col. San José",San José,Suchiapa,MEDIO,0.0681,menor de 1 año en el hogar,5,True
1155,Sofía Moreno Méndez,"Avenida Emiliano Zapata #166, Col. El Calvario",El Calvario,Suchiapa,MEDIO,0.0673,hacinamiento severo (más de 3 personas por cuarto),5,True
1156,Eduardo Pérez Domínguez,"Avenida 20 de Noviembre #78, Col. San Jacinto",San Jacinto,Suchiapa,MEDIO,0.0661,hacinamiento severo (más de 3 personas por cuarto),6,True
1157,Roberto Martínez Torres,"Calle Morelos #76, Col. San José",San José,Suchiapa,MEDIO,0.066,menor de 1 año en el hogar; hacinamiento severo (más de 3 personas por cuarto),5,True
1158,Sergio Gutiérrez Moreno,"Calle Allende #269, Col. El Calvario",El Calvario,Suchiapa,MEDIO,0.0657,mascota en la vivienda sin vacunación al corriente (riesgo zoonótico); hacinamiento severo (más de 3 personas por cuarto),5,True
1159,Beatriz Ruiz Martínez,"Avenida Central #123, Col. Cuauhtémoc",Cuauhtémoc,Tuxtla Gutiérrez,MEDIO,0.0655,hacinamiento severo (más de 3 personas por cuarto),5,True
1160,Javier González Gutiérrez,"Calle del Río #225, Col. Las Palmas",Las Palmas,Suchiapa,MEDIO,0.0653,mascota en la vivienda sin vacunación al corriente (riesgo zoonótico); hacinamiento severo (más de 3 personas por cuarto),6,True
1161,Sergio Ovando López,"Calle Hidalgo #18, Col. Las Palmas",Las Palmas,Suchiapa,MEDIO,0.0649,hacinamiento severo (más de 3 personas por cuarto),5,True
1162,Beatriz Gómez Castellanos,"Calle Real #124, Col. San Jacinto",San Jacinto,Suchiapa,MEDIO,0.0648,menor de 5 años sin vacunas registradas; hacinamiento severo (más de 3 personas por cuarto),6,True
1163,Claudia Juana Ruiz González,"Avenida Emiliano Zapata #229, Col. El Calvario",El Calvario,Suchiapa,MEDIO,0.0643,mascota en la vivienda sin vacunación al corriente (riesgo zoonótico),5,True
1164,Rafael Enrique Velázquez Chanona,"Calle Juárez #107, Col. San Antonio",San Antonio,Suchiapa,MEDIO,0.0636,hacinamiento severo (más de 3 personas por cuarto),6,True
1165,Beatriz Martha Coutiño Vázquez,"2da Calle Norte #276, Col. San Jacinto",San Jacinto,Suchiapa,MEDIO,0.0631,integrante embarazada,6,True
1166,Rafael Jiménez Jiménez,"Boulevard Ángel Albino Corzo #96, Col. El Bosque",El Bosque,Tuxtla Gutiérrez,MEDIO,0.062,menor de 5 años sin vacunas registradas; mascota en la vivienda sin vacunación al corriente (riesgo zoonótico); hacinamiento severo (más de 3 personas por cuarto),6,True
1167,Alejandra Martínez Vázquez,"2da Calle Norte #89, Col. Guadalupe",Guadalupe,Suchiapa,MEDIO,0.0617,hacinamiento severo (más de 3 personas por cuarto),6,True
1168,Sergio Jesús Flores Vázquez,"Calle Morelos #123, Col. Centro",Centro,Suchiapa,MEDIO,0.0616,menor de 1 año en el hogar; hacinamiento severo (más de 3 personas por cuarto),6,True
1169,Margarita Coutiño Nucamendi,"Avenida de la Juventud #10, Col. Albania Baja",Albania Baja,Tuxtla Gutiérrez,MEDIO,0.0613,hacinamiento severo (más de 3 personas por cuarto),5,True
1170,Juan José Ovando Pérez,"Calle Hidalgo #160, Col. San Roque",San Roque,Suchiapa,MEDIO,0.0612,hacinamiento severo (más de 3 personas por cuarto),6,True
1171,Sofía Leticia Zenteno Ramírez,"Calle 2 Sur #111, Col. Colinas del Sur",Colinas del Sur,Tuxtla Gutiérrez,MEDIO,0.0611,menor de 1 año en el hogar; menor de 5 años sin vacunas registradas,6,True
1172,Óscar Torres Martínez,"Calle Juárez #114, Col. Linda Vista",Linda Vista,Suchiapa,MEDIO,0.0601,menor de 1 año en el hogar; menor de 5 años sin vacunas registradas; hacinamiento severo (más de 3 personas por cuarto),6,True
1173,Juana Pérez López,"Calle 1 Norte #99, Col. Terán",Terán,Tuxtla Gutiérrez,MEDIO,0.06,integrante embarazada,5,True
1174,Eduardo González Torres,"1ra Calle Norte #124, Col. San Jacinto",San Jacinto,Suchiapa,MEDIO,0.0584,hacinamiento severo (más de 3 personas por cuarto),6,True
1175,Rafael Ramón Zenteno López,"Calle Central Oriente #276, Col. Terán",Terán,Tuxtla Gutiérrez,MEDIO,0.0583,mascota en la vivienda sin vacunación al corriente (riesgo zoonótico); hacinamiento severo (más de 3 personas por cuarto),5,True
1176,Alberto Ramírez Martínez,"Avenida Central #110, Col. Terán",Terán,Tuxtla Gutiérrez,MEDIO,0.0581,menor de 5 años sin vacunas registradas; hacinamiento severo (más de 3 personas por cuarto),5,True
1177,Juana Pérez Ruiz,"Calle Hidalgo #99, Col. El Calvario",El Calvario,Suchiapa,MEDIO,0.0573,hacinamiento severo (más de 3 personas por cuarto),6,True
1178,Carlos Roberto González Penagos,"Calle Matamoros #62, Col. San Roque",San Roque,Suchiapa,MEDIO,0.0569,menor de 5 años sin vacunas registradas,6,True
1179,Sofía Adriana López Aguilar,"Calle Real #125, Col. Pacú",Pacú,Suchiapa,MEDIO,0.0566,menor de 1 año en el hogar; mascota en la vivienda sin vacunación al corriente (riesgo zoonótico); hacinamiento severo (más de 3 personas por cuarto),6,True
1180,Roberto Luis Morales Moreno,"3ra Calle Norte #78, Col. Las Palmas",Las Palmas,Suchiapa,MEDIO,0.0566,hacinamiento severo (más de 3 personas por cuarto),6,True
1181,Verónica Martínez Ozuna,"2da Calle Norte #9, Col. Guadalupe",Guadalupe,Suchiapa,MEDIO,0.0565,menor de 5 años sin vacunas registradas; hacinamiento severo (más de 3 personas por cuarto),6,True
1182,Jesús Velázquez Méndez,"Calle Real #206, Col. San Jacinto",San Jacinto,Suchiapa,MEDIO,0.0564,hacinamiento severo (más de 3 personas por cuarto),6,True
1183,José Pérez Cruz,"Calle Central Oriente #222, Col. Terán",Terán,Tuxtla Gutiérrez,MEDIO,0.0555,menor de 1 año en el hogar; hacinamiento severo (más de 3 personas por cuarto),5,True
1184,Adriana Ramírez Grajales,"Calle 5 de Mayo #244, Col. Las Palmas",Las Palmas,Suchiapa,MEDIO,0.0554,mascota en la vivienda sin vacunación al corriente (riesgo zoonótico),6,True
1185,Óscar López Nucamendi,"Calle Real #80, Col. Pacú",Pacú,Suchiapa,MEDIO,0.0552,hacinamiento severo (más de 3 personas por cuarto),5,True
1186,Eduardo Gómez Penagos,"Calle Morelos #56, Col. Pacú",Pacú,Suchiapa,MEDIO,0.055,hacinamiento severo (más de 3 personas por cuarto),6,True
1187,Óscar Domínguez Velázquez,"Calle Matamoros #113, Col. San Jacinto",San Jacinto,Suchiapa,MEDIO,0.0546,mascota en la vivienda sin vacunación al corriente (riesgo zoonótico),6,True
1188,José Pérez Penagos,"1ra Calle Norte #162, Col. Las Palmas",Las Palmas,Suchiapa,MEDIO,0.0543,hacinamiento severo (más de 3 personas por cuarto),6,True
1189,Beatriz Méndez Aguilar,"Calle Allende #183, Col. San Roque",San Roque,Suchiapa,MEDIO,0.0541,menor de 1 año en el hogar,5,True
1190,Martha Beatriz López Chanona,"Calle Central Oriente #230, Col. Albania Baja",Albania Baja,Tuxtla Gutiérrez,MEDIO,0.054,integrante embarazada,5,True
1191,Juan Jiménez Cruz,"3ra Calle Norte #246, Col. Centro",Centro,Suchiapa,MEDIO,0.0535,menor de 1 año en el hogar; menor de 5 años sin vacunas registradas,6,True
1192,Rosa Zenteno Nucamendi,"Calle Central Oriente #52, Col. El Bosque",El Bosque,Tuxtla Gutiérrez,MEDIO,0.0526,mascota en la vivienda sin vacunación al corriente (riesgo zoonótico),6,True
1193,Patricia González Gómez,"Calle 1 Norte #154, Col. Penipak",Penipak,Tuxtla Gutiérrez,MEDIO,0.0525,hacinamiento severo (más de 3 personas por cuarto),6,True
1194,José Chanona Martínez,"3ra Calle Norte #188, Col. San José",San José,Suchiapa,MEDIO,0.0519,hacinamiento severo (más de 3 personas por cuarto),6,True
1195,Sofía Torres Ramírez,"1ra Calle Norte #70, Col. San Antonio",San Antonio,Suchiapa,MEDIO,0.0517,menor de 1 año en el hogar,6,True
1196,María Patricia Velázquez Nucamendi,"Avenida Central #99, Col. Centro",Centro,Tuxtla Gutiérrez,MEDIO,0.0515,hacinamiento severo (más de 3 personas por cuarto),5,True
1197,Alejandra Martha Aguilar Penagos,"Calle Real #143, Col. San José",San José,Suchiapa,MEDIO,0.0512,mascota en la vivienda sin vacunación al corriente (riesgo zoonótico),5,True
1198,Roberto Cruz Gómez,"Calle Morelos #77, Col. Guadalupe",Guadalupe,Suchiapa,MEDIO,0.051,hacinamiento severo (más de 3 personas por cuarto),6,True
1199,Adriana Grajales Morales,"Boulevard Ángel Albino Corzo #270, Col. Albania Baja",Albania Baja,Tuxtla Gutiérrez,MEDIO,0.0509,integrante embarazada; menor de 1 año en el hogar; mascota en la vivienda sin vacunación al corriente (riesgo zoonótico),5,True
1200,Jesús Ozuna Ozuna,"Calle 5 de Mayo #238, Col. San Roque",San Roque,Suchiapa,MEDIO,0.0504,integrante embarazada,5,True
1201,Enrique Ovando Chanona,"Calle 5 de Mayo #38, Col. Centro",Centro,Suchiapa,MEDIO,0.0492,integrante embarazada,6,True
1202,Francisco Ovando Ruiz,"Calle Hidalgo #257, Col. San Jacinto",San Jacinto,Suchiapa,MEDIO,0.0483,hacinamiento severo (más de 3 personas por cuarto),6,True
1203,Elena Zenteno Aguilar,"Avenida de la Juventud #242, Col. Colinas del Sur",Colinas del Sur,Tuxtla Gutiérrez,MEDIO,0.0481,hacinamiento severo (más de 3 personas por cuarto),5,True
1204,Marco Sánchez Chanona,"Boulevard Ángel Albino Corzo #201, Col. La Lomita",La Lomita,Tuxtla Gutiérrez,MEDIO,0.0477,hacinamiento severo (más de 3 personas por cuarto),6,True
1205,Carlos Domínguez Ovando,"1ra Calle Norte #58, Col. San José",San José,Suchiapa,MEDIO,0.0472,hacinamiento severo (más de 3 personas por cuarto),6,True
1206,Roberto Torres González,"1ra Calle Norte #181, Col. Linda Vista",Linda Vista,Suchiapa,MEDIO,0.047,hacinamiento severo (más de 3 personas por cuarto),5,True
1207,Verónica Jiménez Morales,"Calle Allende #166, Col. Linda Vista",Linda Vista,Suchiapa,MEDIO,0.0458,menor de 1 año en el hogar; menor de 5 años sin vacunas registradas,6,True
1208,Rafael Aguilar Coutiño,"Avenida Emiliano Zapata #247, Col. San Antonio",San Antonio,Suchiapa,MEDIO,0.0458,hacinamiento severo (más de 3 personas por cuarto),6,True
1209,Alberto Zenteno Sánchez,"Calle Matamoros #244, Col. Pacú",Pacú,Suchiapa,MEDIO,0.045,hacinamiento severo (más de 3 personas por cuarto),5,True
1210,Roberto Zenteno Moreno,"Avenida 20 de Noviembre #214, Col. Guadalupe",Guadalupe,Suchiapa,MEDIO,0.0446,menor de 5 años sin vacunas registradas,6,True
1211,Sofía Vázquez Ramírez,"Avenida Emiliano Zapata #186, Col. San José",San José,Suchiapa,MEDIO,0.0445,menor de 1 año en el hogar; menor de 5 años sin vacunas registradas; hacinamiento severo (más de 3 personas por cuarto),5,True
1212,Teresa Jiménez Vázquez,"Calle Hidalgo #29, Col. San Jacinto",San Jacinto,Suchiapa,MEDIO,0.0441,menor de 1 año en el hogar; menor de 5 años sin vacunas registradas,6,True
1213,José Castellanos Martínez,"1ra Calle Norte #186, Col. San Antonio",San Antonio,Suchiapa,MEDIO,0.0438,hacinamiento severo (más de 3 personas por cuarto),6,True
1214,Carmen Moreno González,"3ra Calle Norte #132, Col. San José",San José,Suchiapa,MEDIO,0.0433,integrante embarazada,5,True
1215,Marco Pérez Nucamendi,"Calzada de las Etnias #193, Col. Albania Baja",Albania Baja,Tuxtla Gutiérrez,MEDIO,0.0432,mascota en la vivienda sin vacunación al corriente (riesgo zoonótico),6,True
1216,Óscar Eduardo Ozuna Torres,"Calzada de las Etnias #238, Col. El Bosque",El Bosque,Tuxtla Gutiérrez,MEDIO,0.0432,menor de 5 años sin vacunas registradas; mascota en la vivienda sin vacunación al corriente (riesgo zoonótico); hacinamiento severo (más de 3 personas por cuarto),5,True
1217,Pedro García Hernández,"Calle Real #224, Col. Centro",Centro,Suchiapa,MEDIO,0.043,mascota en la vivienda sin vacunación al corriente (riesgo zoonótico),6,True
